analysis_spec,sample_role,analysis_sample_label,ccn_str,analysis_facility_name,analysis_state,year,ever_treated,treat_year,post_treat,event_time,deal_id,pe_firm,platform_name,transition_type,transition_verified,verification_tier,ownership_effective_date,baseline_medicaid_share,baseline_medicaid_n_years,baseline_medicare_share,baseline_medicare_n_years,high_medicare,any_private_equity_owner,any_reit_owner,any_trust_owner,any_investment_firm_owner,any_holding_company_owner,any_management_company_owner,baseline_window_start,baseline_window_end,baseline_method,valid_pseudocohorts,has_baseline_medicaid,has_form671,has_pbj_nurse,has_provider_info,has_provider_info_latest,has_owner_snapshot,has_chow_event,has_enrollment_snapshot,control_v2_eligible,control_v2_staffing_eligible,panel_years,years_with_form671,years_with_pbj_nurse,pbj_days_observed,pbj_mean_census,pbj_total_rn_hours,pbj_total_nurse_hours,pbj_mean_rn_hprd,pbj_mean_nurse_hprd,provider_reported_staffing_hprd,provider_staffing_rating,provider_rn_staffing_rating,provider_health_rating,provider_overall_rating,provider_qm_rating,provider_survey_score,provider_reported_incidents,provider_subst_complaints,provider_ic_citations,provider_number_of_fines,provider_total_fines_dollars,provider_payment_denials,provider_total_penalties,provider_changed_ownership_12m,form671_total_residents_mean,form671_medicaid_census_mean,form671_medicare_census_mean,form671_medicaid_share_mean,provider_ownership_type,provider_certified_beds,provider_avg_residents_per_day,provider_legal_business_name,provider_chain_name,provider_chain_id,provider_name,provider_state,facility_name_treatment,state_treatment,city_treatment,provider_processing_date,outcome_available_pbj_staffing,has_provider_staffing_outcome,has_star_rating_outcome,has_form671_payer_mix_outcome,sample_main_staffing,sample_provider_staffing,sample_star_ratings,sample_payer_mix_outcome
gold_main_v2,control,control_v2,015120,"NHC HEALTHCARE, ANNISTON",AL,2026,0,,,,,,,,,,,43.63711059907834,4.0,27.10666359447005,4.0,1,False,True,False,True,False,False,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,0,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,,,,,,,3.67404,4.0,,2.0,3.0,5.0,43.000,,,,1.0,11057.0,0.0,1.0,N,,,,,For profit - Limited Liability company,151.0,130.8,NHC HEALTHCARE-ANNISTON LLC,NATIONAL HEALTHCARE CORPORATION,364.0,"NHC HEALTHCARE, ANNISTON",AL,,,,2026-03-01,0,1,1,0,0,1,1,0
gold_main_v2,control,control_v2,015128,"NHC HEALTHCARE, MOULTON",AL,2016,0,,,,,,,,,,,58.15860829493088,4.0,14.461124423963136,4.0,0,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,0,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,,,,,,,3.94272,3.0,3.0,1.0,1.0,4.0,53.667,0.0,3.0,,1.0,71500.0,0.0,1.0,N,,,,,For profit - Corporation,136.0,110.0,NHC HEALTHCARE-MOULTON LLC,,,"NHC HEALTHCARE, MOULTON",,,,,,0,1,1,0,0,1,1,0
gold_main_v2,control,control_v2,015128,"NHC HEALTHCARE, MOULTON",AL,2017,0,,,,,,,,,,,58.15860829493088,4.0,14.461124423963136,4.0,0,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,115.82987139671924,31178.0,159833.75,0.7382081253565442,3.781521173343745,3.66356,3.0,3.0,3.0,4.0,5.0,21.333,0.0,3.0,,0.0,0.0,0.0,0.0,N,,,,,For profit - Partnership,136.0,118.0,NHC HEALTHCARE-MOULTON LLC,,,"NHC HEALTHCARE, MOULTON",,,,,2017-12-01,1,1,1,0,1,1,1,0
gold_main_v2,control,control_v2,015128,"NHC HEALTHCARE, MOULTON",AL,2018,0,,,,,,,,,,,58.15860829493088,4.0,14.461124423963136,4.0,0,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,115.12441737006957,30269.25,159898.0,0.7208301895616074,3.807864893229133,3.79635,,4.0,,,,24.000,0.0,0.0,,0.0,0.0,0.0,0.0,N,,,,,For profit - Corporation,136.0,116.3,NHC HEALTHCARE-MOULTON LLC,,,"NHC HEALTHCARE, MOULTON",,,,,2018-12-01,1,1,0,0,1,1,0,0
gold_main_v2,control,control_v2,015128,"NHC HEALTHCARE, MOULTON",AL,2019,0,,,,,,,,,,,58.15860829493088,4.0,14.461124423963136,4.0,0,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,113.98567778839518,34356.25,161810.5,0.8262966321117984,3.8926824204226262,3.99589,,5.0,,,,16.667,0.0,0.0,,0.0,0.0,0.0,0.0,N,,,,,For profit - Corporation,136.0,112.4,NHC HEALTHCARE-MOULTON LLC,,,"NHC HEALTHCARE, MOULTON",,,,,2019-11-01,1,1,0,0,1,1,0,0
gold_main_v2,control,control_v2,015128,"NHC HEALTHCARE, MOULTON",AL,2020,0,,,,,,,,,,,58.15860829493088,4.0,14.461124423963136,4.0,0,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,366.0,102.59062947921645,32254.0,155677.9,0.8637021410042308,4.188176742223249,3.98949,5.0,5.0,4.0,5.0,4.0,12.000,0.0,0.0,,0.0,0.0,0.0,0.0,N,,,,,For profit - Corporation,136.0,108.3,NHC HEALTHCARE-MOULTON LLC,,,"NHC HEALTHCARE, MOULTON",,,,,2020-11-01,1,1,1,0,1,1,1,0
gold_main_v2,control,control_v2,015128,"NHC HEALTHCARE, MOULTON",AL,2021,0,,,,,,,,,,,58.15860829493088,4.0,14.461124423963136,4.0,0,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,99.1910117056856,27263.25,146185.44,0.7548813997976824,4.052138990009781,3.92384,4.0,4.0,4.0,4.0,2.0,12.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,,,,,For profit - Corporation,136.0,101.7,NHC HEALTHCARE-MOULTON LLC,,,"NHC HEALTHCARE, MOULTON",,,,,2021-11-01,1,1,1,0,1,1,1,0
gold_main_v2,control,control_v2,015128,"NHC HEALTHCARE, MOULTON",AL,2022,0,,,,,,,,,,,58.15860829493088,4.0,14.461124423963136,4.0,0,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,365.0,107.45535183415618,26777.47,143061.55,0.6825022798803679,3.649201315551632,3.52373,4.0,,4.0,4.0,3.0,12.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,,,,,For profit - Corporation,136.0,108.7,NHC HEALTHCARE-MOULTON LLC,,,"NHC HEALTHCARE, MOULTON",,,,,2022-11-01,1,1,1,0,1,1,1,0
gold_main_v2,control,control_v2,015128,"NHC HEALTHCARE, MOULTON",AL,2023,0,,,,,,,,,,,58.15860829493088,4.0,14.461124423963136,4.0,0,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,365.0,110.9459408345278,27721.97,148679.96,0.6860751823001174,3.675572301735752,3.6383,4.0,,1.0,1.0,3.0,228.500,0.0,2.0,0.0,1.0,15592.85,1.0,2.0,N,118.0,65.0,18.0,0.5508474576271186,For profit - Corporation,136.0,114.4,NHC HEALTHCARE-MOULTON LLC,NATIONAL HEALTHCARE CORPORATION,364.0,"NHC HEALTHCARE, MOULTON",AL,,,,2023-11-01,1,1,1,1,1,1,1,1
gold_main_v2,control,control_v2,015128,"NHC HEALTHCARE, MOULTON",AL,2024,0,,,,,,,,,,,58.15860829493088,4.0,14.461124423963136,4.0,0,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,366.0,113.31223124701386,29364.98,151163.02000000002,0.7078205517048285,3.64549289104294,3.61631,3.0,,1.0,1.0,3.0,156.333,0.0,2.0,,1.0,15592.85,1.0,2.0,N,118.0,65.0,18.0,0.5508474576271186,For profit - Corporation,136.0,113.0,NHC HEALTHCARE-MOULTON LLC,NATIONAL HEALTHCARE CORPORATION,364.0,"NHC HEALTHCARE, MOULTON",AL,,,,2024-11-01,1,1,1,1,1,1,1,1
gold_main_v2,control,control_v2,015128,"NHC HEALTHCARE, MOULTON",AL,2025,0,,,,,,,,,,,58.15860829493088,4.0,14.461124423963136,4.0,0,False,True,False,True,False,False,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,273.0,113.85720302242042,21055.75,113254.5,0.6785945290704664,3.648794943642494,3.73448,3.0,,1.0,2.0,5.0,116.250,0.0,2.0,,0.0,0.0,0.0,0.0,N,118.0,65.0,18.0,0.5508474576271186,For profit - Corporation,136.0,110.1,NHC HEALTHCARE-MOULTON LLC,NATIONAL HEALTHCARE CORPORATION,364.0,"NHC HEALTHCARE, MOULTON",AL,,,,2025-11-01,1,1,1,1,1,1,1,1
gold_main_v2,control,control_v2,015128,"NHC HEALTHCARE, MOULTON",AL,2026,0,,,,,,,,,,,58.15860829493088,4.0,14.461124423963136,4.0,0,False,True,False,True,False,False,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,0,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,,,,,,,3.53707,2.0,,4.0,5.0,5.0,8.000,,,,0.0,0.0,0.0,0.0,N,,,,,For profit - Corporation,136.0,118.2,NHC HEALTHCARE-MOULTON LLC,NATIONAL HEALTHCARE CORPORATION,364.0,"NHC HEALTHCARE, MOULTON",AL,,,,2026-03-01,0,1,1,0,0,1,1,0
gold_main_v2,control,control_v2,015459,GALLERIA WOODS SKILLED NURSING FACILITY,AL,2016,0,,,,,,,,,,,0.0,4.0,17.89742396313364,4.0,1,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,0,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,,,,,,,4.43965,4.0,4.0,5.0,5.0,5.0,6.667,0.0,0.0,,1.0,5525.0,0.0,1.0,N,,,,,For profit - Corporation,30.0,29.0,"CCRC OPCO - GALLERIA WOODS, LLC",,,GALLERIA WOODS SKILLED NURSING FACILITY,,,,,,0,1,1,0,0,1,1,0
gold_main_v2,control,control_v2,015459,GALLERIA WOODS SKILLED NURSING FACILITY,AL,2017,0,,,,,,,,,,,0.0,4.0,17.89742396313364,4.0,1,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,28.51535740829219,8449.880000000001,45599.130000000005,0.8121554149651804,4.384250535818504,4.63036,5.0,5.0,4.0,5.0,5.0,14.000,0.0,0.0,,0.0,0.0,0.0,0.0,N,,,,,For profit - Corporation,30.0,28.0,"CCRC OPCO - GALLERIA WOODS, LLC",,,GALLERIA WOODS SKILLED NURSING FACILITY,,,,,2017-12-01,1,1,1,0,1,1,1,0
gold_main_v2,control,control_v2,015459,GALLERIA WOODS SKILLED NURSING FACILITY,AL,2018,0,,,,,,,,,,,0.0,4.0,17.89742396313364,4.0,1,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,27.885532462706376,8589.79,46227.29,0.8453245210438571,4.553074153516823,4.62927,,5.0,,,,16.000,0.0,0.0,,1.0,90230.0,0.0,1.0,N,,,,,For profit - Corporation,30.0,28.2,"CCRC OPCO - GALLERIA WOODS, LLC",,,GALLERIA WOODS SKILLED NURSING FACILITY,,,,,2018-12-01,1,1,0,0,1,1,0,0
gold_main_v2,control,control_v2,015459,GALLERIA WOODS SKILLED NURSING FACILITY,AL,2019,0,,,,,,,,,,,0.0,4.0,17.89742396313364,4.0,1,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,27.67712613473483,10592.8,45761.55,1.0513963861927775,4.542070130011401,4.61882,,5.0,,,,65.667,0.0,0.0,,1.0,90230.0,0.0,1.0,N,,,,,For profit - Corporation,30.0,27.6,"CCRC OPCO - GALLERIA WOODS, LLC",,,GALLERIA WOODS SKILLED NURSING FACILITY,,,,,2019-11-01,1,1,0,0,1,1,0,0
gold_main_v2,control,control_v2,015459,GALLERIA WOODS SKILLED NURSING FACILITY,AL,2020,0,,,,,,,,,,,0.0,4.0,17.89742396313364,4.0,1,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,366.0,27.918060200668897,12673.38,44660.28,1.2421356252114335,4.388342274228026,4.61622,5.0,5.0,1.0,2.0,5.0,44.167,0.0,0.0,,1.0,90230.0,0.0,1.0,N,,,,,For profit - Corporation,30.0,27.3,"CCRC OPCO - GALLERIA WOODS, LLC",,,GALLERIA WOODS SKILLED NURSING FACILITY,,,,,2020-11-01,1,1,1,0,1,1,1,0
gold_main_v2,control,control_v2,015459,GALLERIA WOODS SKILLED NURSING FACILITY,AL,2021,0,,,,,,,,,,,0.0,4.0,17.89742396313364,4.0,1,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,27.973581913255828,9143.57,43744.2,0.8991006289986854,4.294973696980753,4.25245,5.0,5.0,2.0,3.0,4.0,22.667,0.0,0.0,0.0,1.0,90229.75,0.0,1.0,N,,,,,For profit - Corporation,30.0,28.0,"CCRC OPCO - GALLERIA WOODS, LLC",,,GALLERIA WOODS SKILLED NURSING FACILITY,,,,,2021-11-01,1,1,1,0,1,1,1,0
gold_main_v2,control,control_v2,015459,GALLERIA WOODS SKILLED NURSING FACILITY,AL,2022,0,,,,,,,,,,,0.0,4.0,17.89742396313364,4.0,1,False,False,False,False,False,True,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,365.0,26.800990736316823,8319.74,44888.32,0.8526402636097594,4.606101852503499,4.5531,5.0,,1.0,2.0,5.0,32.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,,,,,For profit - Corporation,30.0,27.2,"CCRC OPCO-GALLERIA WOODS, LLC",,,GALLERIA WOODS SKILLED NURSING FACILITY,,,,,2022-11-01,1,1,1,0,1,1,1,0
gold_main_v2,control,control_v2,015459,GALLERIA WOODS SKILLED NURSING FACILITY,AL,2023,0,,,,,,,,,,,0.0,4.0,17.89742396313364,4.0,1,False,False,False,False,False,True,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,365.0,26.884424934968415,8444.59,42059.51,0.864753843982338,4.298720172867384,4.10395,5.0,,1.0,2.0,4.0,32.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,28.0,0.0,3.0,0.0,For profit - Corporation,30.0,27.8,"CCRC OPCO-GALLERIA WOODS, LLC","HEALTHPEAK PROPERTIES, INC.",261.0,GALLERIA WOODS SKILLED NURSING FACILITY,AL,,,,2023-11-01,1,1,1,1,1,1,1,1
gold_main_v2,control,control_v2,015459,GALLERIA WOODS SKILLED NURSING FACILITY,AL,2024,0,,,,,,,,,,,0.0,4.0,17.89742396313364,4.0,1,False,False,False,False,False,True,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,366.0,27.144320353559483,10760.17,42954.09,1.0866235350986408,4.3393601465218765,4.20151,4.0,,1.0,1.0,4.0,32.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,28.0,0.0,3.0,0.0,For profit - Corporation,30.0,28.1,"CCRC OPCO-GALLERIA WOODS, LLC","HEALTHPEAK PROPERTIES, INC.",261.0,GALLERIA WOODS SKILLED NURSING FACILITY,AL,,,,2024-11-01,1,1,1,1,1,1,1,1
gold_main_v2,control,control_v2,015459,GALLERIA WOODS SKILLED NURSING FACILITY,AL,2025,0,,,,,,,,,,,0.0,4.0,17.89742396313364,4.0,1,False,True,False,False,False,True,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,273.0,26.35180584311019,8085.81,32028.55,1.1261831662364945,4.468870708584183,4.4261,4.0,,2.0,3.0,5.0,36.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,28.0,0.0,3.0,0.0,For profit - Corporation,30.0,27.1,"CCRC OPCO-GALLERIA WOODS, LLC","HEALTHPEAK PROPERTIES, INC.",261.0,GALLERIA WOODS SKILLED NURSING FACILITY,AL,,,,2025-11-01,1,1,1,1,1,1,1,1
gold_main_v2,control,control_v2,015459,GALLERIA WOODS SKILLED NURSING FACILITY,AL,2026,0,,,,,,,,,,,0.0,4.0,17.89742396313364,4.0,1,False,True,False,False,False,True,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,0,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,,,,,,,4.52407,4.0,,2.0,3.0,5.0,36.000,,,0.0,0.0,0.0,0.0,0.0,N,,,,,For profit - Corporation,30.0,25.9,"CCRC OPCO-GALLERIA WOODS, LLC","HEALTHPEAK PROPERTIES, INC.",261.0,GALLERIA WOODS SKILLED NURSING FACILITY,AL,,,,2026-03-01,0,1,1,0,0,1,1,0
gold_main_v2,control,control_v2,035253,BROOKDALE SANTA CATALINA,AZ,2016,0,,,,,,,,,,,0.0,4.0,38.51491474654378,4.0,1,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,0,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,,,,,,,3.54343,2.0,4.0,3.0,3.0,3.0,34.000,0.0,5.0,,0.0,0.0,0.0,0.0,N,,,,,For profit - Corporation,42.0,38.0,ARC SANTA CATALINA INC,,,BROOKDALE SANTA CATALINA,,,,,,0,1,1,0,0,1,1,0
gold_main_v2,control,control_v2,035253,BROOKDALE SANTA CATALINA,AZ,2017,0,,,,,,,,,,,0.0,4.0,38.51491474654378,4.0,1,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,35.80561793279185,14700.69,51712.04000000001,1.133452147893038,3.97716406560859,4.83666,4.0,4.0,4.0,5.0,5.0,16.000,0.0,1.0,,0.0,0.0,0.0,0.0,N,,,,,For profit - Corporation,42.0,30.0,ARC SANTA CATALINA INC,,,BROOKDALE SANTA CATALINA,,,,,2017-12-01,1,1,1,0,1,1,1,0
