ccn_str,facility_name,state,sample_role,provider_chain_name_latest,owner_name_raw_primary,owner_identification_method,owner_cluster,public_parent_name,public_entity_type,public_reit_status,public_source_label,public_source_url,public_source_note,verification_confidence,reit_years_in_panel,takeover_date_best,takeover_date_best_source,owner_takeover_date_estimated,change_in_ownership_date_if_observed,prior_owner_name_if_observed,prior_owner_candidates_pre_reit_snapshot,current_owner_visible_in_pre_reit_snapshot,ownership_change_signal,owner_aliases_raw,parent_owner_name,owner_source_type,owner_source_label,owner_source_url,owner_source_note,first_reit_year_in_panel,last_reit_year_in_panel,consecutive_reit_run_start,consecutive_reit_run_end,consecutive_reit_run_length,first_reit_snapshot_date,last_reit_snapshot_date,owner_takeover_date_source,change_in_ownership_type,prior_owner_source,all_buyer_chow_dates,all_buyer_chow_seller_names,pre_reit_snapshot_date,pre_reit_snapshot_owner_entities,cluster_size
155378,SIGNATURE HEALTHCARE AT PARKWOOD,IN,control,SIGNATURE HEALTHCARE,JACKSON COUNTY SCHNECK MEMORIAL HOSPITAL,same_snapshot_owner_fallback,JACKSON COUNTY SCHNECK MEMORIAL HOSPITAL,Schneck Medical Center,hospital_system,no,Schneck official site,https://www.schneckmed.org/about-us,Schneck is a regional hospital and health system.,high,2025|2026,2013-05-01,CMS owner association date,2013-05-01,,,"LP LEBANON MANAGEMENT, LLC",True,same_owner_already_visible_pre_reit,JACKSON COUNTY SCHNECK MEMORIAL HOSPITAL,JACKSON COUNTY SCHNECK MEMORIAL HOSPITAL,cms_raw_owner_file_only,CMS SNF All Owners raw ownership file,,No additional official web source attached in this pass; owner name carried directly from the CMS raw ownership snapshot.,2025,2026,2025,2026,2,2025-10-01,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-09-01,"JACK L MCCORY BOARD MEMBER|RICK L SMITH VICE CHARIMAN|ANDREW B MARKEL BOARD MEMBER|COURTNEY B KLEBER BOARD MEMBER|CHRISTOPHER PETER ADMINISTRATOR|DEBORAH A MANN VP FINANCE/CFO|LP LEBANON MANAGEMENT, LLC|MATTHEW K REEDY BOARD MEMBER|TERRENCE L GILLILAND BOARD MEMBER|SUSAN D BEVERS BOARD MEMBER|ERIC D FISH PRESIDENT/CEO|BRANDON J HARPE BOARD MEMBER|JACKSON COUNTY SCHNECK MEMORIAL HOSPITAL|ROBERT D GILLASPY BOARD MEMBER",2
155474,SIGNATURE HEALTHCARE OF BREMEN,IN,control,SIGNATURE HEALTHCARE,JACKSON COUNTY SCHNECK MEMORIAL HOSPITAL,same_snapshot_owner_fallback,JACKSON COUNTY SCHNECK MEMORIAL HOSPITAL,Schneck Medical Center,hospital_system,no,Schneck official site,https://www.schneckmed.org/about-us,Schneck is a regional hospital and health system.,high,2025|2026,2014-05-01,CMS owner association date,2014-05-01,,,"LP BREMEN MANAGEMENT, LLC",True,same_owner_already_visible_pre_reit,JACKSON COUNTY SCHNECK MEMORIAL HOSPITAL,JACKSON COUNTY SCHNECK MEMORIAL HOSPITAL,cms_raw_owner_file_only,CMS SNF All Owners raw ownership file,,No additional official web source attached in this pass; owner name carried directly from the CMS raw ownership snapshot.,2025,2026,2025,2026,2,2025-11-06,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-10-01,"JACK L MCCORY VICE PRESIDENT|RICK L SMITH CHAIRMAN|ANDREW B MARKEL BOARD MEMBER|COURTNEY B KLEBER BOARD MEMBER|CHARLES SYER ADMINISTRATOR|DEBORAH A MANN VP FISCAL SVCS AND CFO/TREASURER|DEBORAH A MANN VP FINANACE AND CFO/TREASURER|LP BREMEN MANAGEMENT, LLC|MATTHEW K REEDY BOARD MEMBER|TERRENCE L GILLILAND BOARD MEMBER|SUSAN D BEVERS BOARD MEMBER|ERIC D FISH PRESIDENT/CEO|BRANDON J HARPE BOARD MEMBER|JACKSON COUNTY SCHNECK MEMORIAL HOSPITAL|ROBERT D GILLASPY BOARD MEMBER",2
145796,BALMORAL HOME,IL,control,,JOSEPH A MERMELSTEIN TRUST DTD 7/15/99,same_snapshot_owner_fallback,JOSEPH A MERMELSTEIN TRUST DTD 7/15/99,JOSEPH A MERMELSTEIN TRUST DTD 7/15/99,private_trust_or_individual_vehicle,no,CMS owner entity name,,Owner entity is a private trust rather than a REIT.,low,2025|2026,2018-06-18,CMS owner association date,2018-06-18,,,TEN CHICAGO LLC|JOSEPH MERMELSTEIN FAMILY TRUST,False,different_named_entities_in_pre_reit_snapshot,JOSEPH A MERMELSTEIN TRUST DTD 7/15/99,JOSEPH A MERMELSTEIN TRUST DTD 7/15/99,cms_raw_owner_file_only,CMS SNF All Owners raw ownership file,,No additional official web source attached in this pass; owner name carried directly from the CMS raw ownership snapshot.,2025,2026,2025,2026,2,2025-11-06,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-10-01,TEN CHICAGO LLC|JOSEPH MERMELSTEIN FAMILY TRUST|YONATHAN M STERN ADMINISTRATOR|YONATHAN M STERN ADMNISTRATOR,1
675985,Focused Care at Midland,TX,control,FOCUSED POST ACUTE CARE PARTNERS,MIDLAND COUNTY HOSPITAL DISTRICT,same_snapshot_owner_fallback,MIDLAND COUNTY HOSPITAL DISTRICT,MIDLAND COUNTY HOSPITAL DISTRICT,hospital_system,no,CMS owner entity name,,Owner entity is a hospital or hospital-related organization.,low,2025|2026,2017-04-01,CMS owner association date,2017-04-01,,,FOCUSED POST ACUTE CARE PARTNERS II LLC|MARK S MCKENZIE FACILITY ADMINISTRATOR|MARK S MCKENZIE CEO OF FOCUSED POST ACUTE CARE P|SHAWN L CONLEY CFO OF MANAGEMENT COMPANY AND IT|LORETTA STRUBBE COO OF MANAGEMENT COMPANY AND IT,True,same_owner_already_visible_pre_reit,MIDLAND COUNTY HOSPITAL DISTRICT,MIDLAND COUNTY HOSPITAL DISTRICT,cms_raw_owner_file_only,CMS SNF All Owners raw ownership file,,No additional official web source attached in this pass; owner name carried directly from the CMS raw ownership snapshot.,2025,2026,2025,2026,2,2025-10-01,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-09-01,CARI CHAPLIN BOARD MEMBER|ANTONIO MIRAMONTES BOARD MEMBER|FOCUSED POST ACUTE CARE PARTNERS II LLC|FPACP MIDLAND|MARK S MCKENZIE AUTHORIZED OFFICIAL|MARK S MCKENZIE FACILITY ADMINISTRATOR|MARK S MCKENZIE MANAGER AND AUTHORIZED REPRESENT|MARK S MCKENZIE CEO OF FOCUSED POST ACUTE CARE P|DAVID GRIMES BOARD MEMBER|PAUL R MEYERS CHIEF EXECUTIVE OFFICER AND AUTH|SHAWN L CONLEY CFO OF CONTRACTED MANAGEMENT COM|SHAWN L CONLEY CFO OF MANAGEMENT COMPANY AND IT|DWAINE TOMLIN BOARD MEMBER|JEFFREY BEARD BOARD PRESIDENT|MIDLAND COUNTY HOSPITAL DISTRICT|LORETTA STRUBBE COO OF CONTRACTED MANAGEMENT COM|LORETTA STRUBBE COO OF MANAGEMENT COMPANY AND IT|TRACIE GREENE BOARD MEMBER,1
015120,"NHC HEALTHCARE, ANNISTON",AL,control,NATIONAL HEALTHCARE CORPORATION,NHC-OP LP,same_snapshot_owner_fallback,NHC-OP LP,National HealthCare Corporation,operator_company,no,National HealthCare Corporation annual report,https://nhccare.com/wp-content/uploads/2025/07/Annual-Report-for-Website.pdf,NHC's annual report describes the company as an operator of skilled nursing and senior health care facilities.,medium,2025|2026,2002-01-01,CMS owner association date,2002-01-01,,,NATIONAL HEALTH CORPORATION|NATIONAL HEALTHCARE CORPORATION,True,same_owner_already_visible_pre_reit,NHC-OP LP,NHC-OP LP,cms_raw_owner_file_only,CMS SNF All Owners raw ownership file,,No additional official web source attached in this pass; owner name carried directly from the CMS raw ownership snapshot.,2025,2026,2025,2026,2,2025-10-01,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-09-01,ROBERT M USSERY|CHARLES BIDWELL|NATIONAL HEALTH CORPORATION|KEELY STALLINGS|NHC-OP LP|NATIONAL HEALTHCARE CORPORATION,23
015128,"NHC HEALTHCARE, MOULTON",AL,control,NATIONAL HEALTHCARE CORPORATION,NHC-OP LP,same_snapshot_owner_fallback,NHC-OP LP,National HealthCare Corporation,operator_company,no,National HealthCare Corporation annual report,https://nhccare.com/wp-content/uploads/2025/07/Annual-Report-for-Website.pdf,NHC's annual report describes the company as an operator of skilled nursing and senior health care facilities.,medium,2025|2026,2001-01-01,CMS owner association date,2001-01-01,,,NATIONAL HEALTH CORPORATION|NATIONAL HEALTHCARE CORPORATION,True,same_owner_already_visible_pre_reit,NHC-OP LP,NHC-OP LP,cms_raw_owner_file_only,CMS SNF All Owners raw ownership file,,No additional official web source attached in this pass; owner name carried directly from the CMS raw ownership snapshot.,2025,2026,2025,2026,2,2025-09-01,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-08-01,ROBERT M USSERY|NATIONAL HEALTH CORPORATION|KAITLIN BAILEY|DERYL JOHNSON|NHC-OP LP|NATIONAL HEALTHCARE CORPORATION,23
185093,"NHC Healthcare, Glasgow",KY,control,NATIONAL HEALTHCARE CORPORATION,NHC-OP LP,same_snapshot_owner_fallback,NHC-OP LP,National HealthCare Corporation,operator_company,no,National HealthCare Corporation annual report,https://nhccare.com/wp-content/uploads/2025/07/Annual-Report-for-Website.pdf,NHC's annual report describes the company as an operator of skilled nursing and senior health care facilities.,medium,2025|2026,2000-06-01,CMS owner association date,2000-06-01,,,NATIONAL HEALTH CORPORATION|NATIONAL HEALTHCARE CORPORATION,True,same_owner_already_visible_pre_reit,NHC-OP LP,NHC-OP LP,cms_raw_owner_file_only,CMS SNF All Owners raw ownership file,,No additional official web source attached in this pass; owner name carried directly from the CMS raw ownership snapshot.,2025,2026,2025,2026,2,2025-08-01,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-07-01,TIMOTHY SHELLY|NATIONAL HEALTH CORPORATION|DENISE BILLINGSLEY|NHC-OP LP|NATIONAL HEALTHCARE CORPORATION,23
265158,"NHC HEALTHCARE, DESLOGE",MO,control,NATIONAL HEALTHCARE CORPORATION,NHC-OP LP,same_snapshot_owner_fallback,NHC-OP LP,National HealthCare Corporation,operator_company,no,National HealthCare Corporation annual report,https://nhccare.com/wp-content/uploads/2025/07/Annual-Report-for-Website.pdf,NHC's annual report describes the company as an operator of skilled nursing and senior health care facilities.,medium,2025|2026,2000-02-01,CMS owner association date,2000-02-01,,,NATIONAL HEALTH CORPORATION|NATIONAL HEALTHCARE CORPORATION,True,same_owner_already_visible_pre_reit,NHC-OP LP,NHC-OP LP,cms_raw_owner_file_only,CMS SNF All Owners raw ownership file,,No additional official web source attached in this pass; owner name carried directly from the CMS raw ownership snapshot.,2025,2026,2025,2026,2,2025-09-01,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-08-01,ROBERT M USSERY|ZACHARY ANDERSON|NATIONAL HEALTH CORPORATION|MELVIN RECTOR|NHC-OP LP|NATIONAL HEALTHCARE CORPORATION,23
265175,"NHC HEALTHCARE, JOPLIN",MO,control,NATIONAL HEALTHCARE CORPORATION,NHC-OP LP,same_snapshot_owner_fallback,NHC-OP LP,National HealthCare Corporation,operator_company,no,National HealthCare Corporation annual report,https://nhccare.com/wp-content/uploads/2025/07/Annual-Report-for-Website.pdf,NHC's annual report describes the company as an operator of skilled nursing and senior health care facilities.,medium,2025|2026,2000-02-01,CMS owner association date,2000-02-01,,,NATIONAL HEALTH CORPORATION|NATIONAL HEALTHCARE CORPORATION,True,same_owner_already_visible_pre_reit,NHC-OP LP,NHC-OP LP,cms_raw_owner_file_only,CMS SNF All Owners raw ownership file,,No additional official web source attached in this pass; owner name carried directly from the CMS raw ownership snapshot.,2025,2026,2025,2026,2,2025-09-01,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-08-01,ROBERT M USSERY|NATIONAL HEALTH CORPORATION|MELVIN RECTOR|STEPHEN BURISH|NHC-OP LP|NATIONAL HEALTHCARE CORPORATION,23
265168,"NHC HEALTHCARE, KENNETT",MO,control,NATIONAL HEALTHCARE CORPORATION,NHC-OP LP,same_snapshot_owner_fallback,NHC-OP LP,National HealthCare Corporation,operator_company,no,National HealthCare Corporation annual report,https://nhccare.com/wp-content/uploads/2025/07/Annual-Report-for-Website.pdf,NHC's annual report describes the company as an operator of skilled nursing and senior health care facilities.,medium,2025|2026,1982-05-01,CMS owner association date,1982-05-01,,,NATIONAL HEALTH CORPORATION|NATIONAL HEALTHCARE CORPORATION,True,same_owner_already_visible_pre_reit,NHC-OP LP,NHC-OP LP,cms_raw_owner_file_only,CMS SNF All Owners raw ownership file,,No additional official web source attached in this pass; owner name carried directly from the CMS raw ownership snapshot.,2025,2026,2025,2026,2,2025-09-01,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-08-01,ROBERT M USSERY|NATIONAL HEALTH CORPORATION|MELVIN RECTOR|JESSICA BADER|NHC-OP LP|NATIONAL HEALTHCARE CORPORATION,23
